Ship Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
2016-04-14,93207681518,867276,38526.34000000001,26209.679999999993,200833484.77999997,138674867.28999996,62158617.48999999
2016-04-15,102883203966,937931,43445.97999999999,30478.759999999977,206397427.33,141443548.0,64953879.330000035
2016-04-16,97788662669,911089,44405.00999999999,31000.12,222600526.95,154146620.17,68453906.78
2016-04-17,114522340618,1015350,48262.50999999999,33398.02999999998,248353837.29999995,172056735.37999994,76297101.91999999
2016-04-18,96934640326,851794,44340.22999999997,30816.899999999998,222163400.14000013,153788976.64000008,68374423.5
2016-04-19,87353276797,819132,40888.770000000004,28072.110000000004,197905665.06000006,133406256.29000004,64499408.77000001
2016-04-20,102221441197,947625,49574.96999999995,35407.289999999986,277714734.92,199259306.11000007,78455428.81000005
2016-04-21,104656750641,974921,49640.63999999996,34516.77,242707158.62999997,168445050.87000003,74262107.76000002
2016-04-22,114657201849,1115778,59928.45999999995,42415.1,326840167.0399999,232892578.35000017,93947588.68999997
2016-04-23,99036135603,894914,50353.139999999934,35578.09999999999,244974285.02999994,172179198.41,72795086.61999999
2016-04-24,104586765901,957169,51147.089999999924,35926.209999999985,237488981.06999987,166938840.56000003,70550140.51000002
2016-04-25,101291628837,912352,47812.96999999999,34009.96999999998,244899147.97999984,174307882.37999997,70591265.60000002
2016-04-26,88764886774,824742,46194.97999999997,32906.19999999998,240101440.69000006,172093664.28000006,68007776.41
2016-04-27,102936306986,892291,51515.15999999992,35906.119999999995,262824805.37000006,185067426.64999998,77757378.71999997
2016-04-28,96098727572,867469,43593.889999999985,30535.709999999992,219175582.18000007,153443711.59000006,65731870.59
2016-04-29,99066839780,977531,51111.09999999995,36544.74999999999,280471115.89,201130589.56999996,79340526.32
2016-04-30,104430899576,862328,42797.269999999975,29624.619999999988,209555028.95999998,143463186.49000007,66091842.47000001
2016-05-01,100365330522,882083,55291.1899999999,39390.98000000001,276384446.6999999,196573337.49999988,79811109.2
2016-05-02,111570190294,985345,59795.39999999992,43063.65000000001,295699436.97,213357250.19000003,82342186.77999999
2016-05-03,106346594090,945998,54024.65999999992,37991.27999999998,265462465.46999997,188545528.59,76916936.88000007
2016-05-04,103087869972,914294,48439.89999999996,33852.199999999975,252764346.62000003,175901305.50000006,76863041.12000003
2016-05-05,105702288120,969248,53396.79999999994,37272.18999999998,262695427.85999998,185438198.67999995,77257229.18
2016-05-06,99918048935,852659,45721.09999999999,32071.089999999967,205020337.02000004,141531714.43999994,63488622.57999997
2016-05-07,96547907504,990634,48874.819999999985,34691.65999999997,252189195.79000005,177419044.76000008,74770151.03000002
2016-05-08,97806446118,945596,49294.429999999964,34128.879999999976,255835056.93000007,179177319.18000016,76657737.74999997
2016-05-09,99682854986,994691,41951.719999999994,29036.679999999982,230247348.4699999,159251935.88999993,70995412.58000004
2016-05-10,93386817197,896058,43756.23999999999,29873.190000000002,212667227.62,144442982.25999996,68224245.36000001
2016-05-11,96871240788,899014,47237.099999999984,32993.23999999998,244072441.48000002,172841719.48999992,71230721.98999994
2016-05-12,94113958588,853654,41447.990000000005,29191.629999999976,207809506.30000007,146004669.76,61804836.53999999
2016-05-13,103008592972,986149,44952.719999999994,31158.319999999985,214722476.02999997,148243269.39,66479206.64000004
2016-05-14,95451686959,934603,47468.66999999999,33611.949999999975,230414759.45999992,162918575.94000006,67496183.52000001
2016-05-15,98819170104,872288,42366.850000000006,29801.749999999975,198589638.94000015,137991288.87999994,60598350.05999998
2016-05-16,92923213613,839195,45293.92999999997,32256.79999999997,221255124.72999984,156053426.06000006,65201698.66999996
2016-05-17,115794354695,1021439,51183.73999999992,35738.54999999999,259817276.52999973,180432222.55999994,79385053.96999994
2016-05-18,104098875821,971942,49931.289999999935,34445.180000000015,250622468.22000012,172121101.60999995,78501366.61000007
2016-05-19,100714833826,900166,41856.04,29024.279999999973,207749354.58000007,144446143.1399999,63303211.44000008
2016-05-20,102403433207,933944,53055.23999999993,37554.130000000005,279138628.71,198679976.62000003,80458652.09000002
2016-05-21,98570140782,937833,49075.39999999999,34467.01999999999,243787579.68000007,170283648.39999986,73503931.28
2016-05-22,99540324654,944509,45656.80999999999,32118.259999999962,239120340.09000003,166868367.70000008,72251972.39000002
2016-05-23,97223883077,847127,46594.05999999998,32805.249999999985,221740506.65999988,155759899.0500001,65980607.61000006
2016-05-24,115565115671,1063072,57317.25999999995,39869.079999999994,267424998.11000004,184986285.62999985,82438712.48
2016-05-25,102068884337,942356,50528.87999999997,35647.369999999995,244965484.18,171882341.64000005,73083142.54
2016-05-26,101370386617,905095,52918.05999999995,37499.37999999999,273349111.68999994,193872051.9399999,79477059.74999996
2016-05-27,99646749990,908133,48494.18999999996,33910.13999999998,242296696.04999992,172544690.29999998,69752005.74999999
2016-05-28,100814512787,893113,52692.31999999996,38301.53999999998,270324946.6599999,197204235.60000008,73120711.06000003
2016-05-29,87342195634,809969,46137.08999999999,32985.36000000001,233391684.35,168065621.22000003,65326063.13000001
2016-05-30,105492809477,1001006,57911.789999999935,41214.279999999984,282404564.1400001,200891802.35,81512761.78999999
2016-05-31,98415244838,995790,59856.469999999914,43078.65999999999,319868070.31000006,230564345.18000007,89303725.13000004
2016-06-01,94868823045,891077,52192.70999999995,36977.33999999998,262618869.05000004,187435008.66,75183860.38999999
2016-06-02,102631354643,955535,53899.819999999956,38463.79999999999,275148931.2999998,197131716.5,78017214.8
2016-06-03,94626834411,842721,46342.13,32788.139999999985,207441233.2999999,144574343.65000007,62866889.650000036
2016-06-04,97752605976,836850,46278.06999999998,32748.659999999967,225425712.73000002,161407834.21999994,64017878.50999994
2016-06-05,107500015457,1081836,55803.94999999991,39003.53999999998,280502289.08999985,194686633.84999987,85815655.23999992
2016-06-06,90452892202,882759,44087.03999999995,30970.289999999957,220313669.01999986,153311127.72,67002541.30000003
2016-06-07,87248803339,857385,44387.17000000001,30952.15999999999,231329425.25000003,162870001.62999994,68459423.62
2016-06-08,96519996532,953442,45881.97999999995,32418.869999999966,241374165.36000007,169515516.48,71858648.87999997
2016-06-09,88860283289,757290,40417.130000000005,28197.689999999988,180988521.7100001,122689841.50999998,58298680.199999996
2016-06-10,100341352778,892266,46713.55999999997,32644.689999999988,229005399.82000002,160019278.74000007,68986121.08000003
2016-06-11,109889342297,1002778,49514.65999999998,34912.01999999997,250086142.2300001,178052969.38000008,72033172.85
2016-06-12,92244206956,869165,46257.88999999998,32906.779999999955,231138034.08000004,162514681.41000003,68623352.67000008
2016-06-13,93383323690,852858,42523.66999999999,29693.909999999996,226834338.73000002,160638353.66999996,66195985.05999998
2016-06-14,121481240345,1054683,54619.39999999996,38327.599999999955,286027100.5000001,201353754.79000005,84673345.70999998
2016-06-15,95245330002,806179,41471.460000000014,28383.39999999999,207012576.39999995,141970604.19000003,65041972.21
2016-06-16,91137785352,802748,40136.770000000004,28798.179999999953,209135133.67000002,151026114.39999995,58109019.27
2016-06-17,84488702155,875545,39424.12999999999,27343.569999999978,201190198.86000004,137924515.18999994,63265683.67000002
2016-06-18,99856187944,871201,42854.29999999999,29770.339999999982,209716535.8600002,144500259.88000005,65216275.97999995
2016-06-19,99819614167,952177,50620.67999999997,35846.79,260550787.58999994,186238009.72000012,74312777.86999999
2016-06-20,103870049250,981654,48672.45999999994,33694.5,251345119.58,174321065.15999994,77024054.41999997
2016-06-21,86330392459,777215,44456.569999999985,31236.989999999983,202489929.67999998,138839233.23000005,63650696.45000005
2016-06-22,115545322797,1076228,54413.37999999994,38563.15999999997,274741163.25000006,193923173.05999997,80817990.19000004
2016-06-23,90371330537,814861,43567.89999999999,30281.399999999987,202142993.7799999,140058497.86000007,62084495.91999999
2016-06-24,99374128945,940068,51058.76999999999,36237.94999999999,253529607.88000003,179021037.64999998,74508570.22999999
2016-06-25,95606307738,878354,51197.84999999997,36257.88,254922470.52000022,181237440.04000005,73685030.48
2016-06-26,92391931092,900884,46251.34999999995,32461.56999999998,253146585.97999996,177982701.05999997,75163884.91999997
2016-06-27,95629611981,857725,53024.50999999992,37692.829999999994,246608582.98,174393730.83999994,72214852.13999999
2016-06-28,95222297421,914601,49919.24999999994,34977.59999999999,261985129.9799998,183220228.98000008,78764900.99999996
2016-06-29,109768718416,1027488,60401.63999999993,42761.93,331877571.63,236233318.98000002,95644252.64999995
2016-06-30,110497676042,1060804,57768.07999999996,41729.72999999997,288311277.8600001,207779192.88000003,80532084.98
2016-07-01,97794102735,898643,56906.21999999989,41090.06,287344261.45,209028640.15999994,78315621.29000007
2016-07-02,104917428153,906641,51056.089999999975,36043.039999999986,247865778.4299999,175775865.40000015,72089913.03000005
2016-07-03,94294636758,899194,49615.5199999999,34766.10000000001,266973661.46999994,186740693.98000002,80232967.48999998
2016-07-04,99614403605,900699,48155.16999999998,34334.939999999995,236893596.8400001,170032197.98000008,66861398.85999999
2016-07-05,94031877692,892949,52093.509999999966,37626.319999999985,272180288.8700001,199000820.81999993,73179468.05000003
2016-07-06,92424399192,835792,46411.239999999976,32791.78,227325696.51999986,159228840.54000005,68096855.98
2016-07-07,108739375515,1016322,54572.84999999998,38839.15999999999,284827702.57,205497878.26000002,79329824.31
2016-07-08,101191756062,953191,46651.329999999965,32786.049999999996,240095596.04000002,170485267.26999995,69610328.76999997
2016-07-09,103394814438,930566,45019.849999999984,31427.079999999965,224785694.86999992,155635057.99000004,69150636.88
2016-07-10,108533686599,951840,49901.249999999985,34477.73999999997,251228311.70999992,177167054.68999982,74061257.02000004
2016-07-11,90958492613,844899,41717.299999999996,29417.959999999977,207046669.10000002,144283990.9000001,62762678.19999999
2016-07-12,99899376576,827412,44535.00999999999,31651.649999999965,208668146.74999994,146139359.06000006,62528787.68999994
2016-07-13,104101631603,922026,47130.789999999986,33476.19999999997,245975063.13999996,176949377.0200001,69025686.11999997
2016-07-14,88480961673,850415,38957.99000000001,26762.76999999996,188962064.22,128473505.49000004,60488558.730000034
2016-07-15,100332058456,1008116,47867.13999999996,33753.289999999964,256021966.1,178064903.04000002,77957063.06000003
2016-07-16,101450082952,895575,43181.93,30091.00999999996,214818417.01000014,151314442.73999998,63503974.27000001
2016-07-17,100424669296,882892,47037.489999999954,33122.03999999998,230526276.0899999,163049346.9899999,67476929.09999996
2016-07-18,91771650458,857208,46002.70999999997,32444.529999999988,219792187.18999997,153412435.9,66379751.29000003
2016-07-19,103849960546,1003528,49490.83999999998,34953.58999999996,260803099.71000016,185686797.71000007,75116301.99999999
2016-07-20,101998278800,945477,44934.7,31720.65999999998,224677715.28999996,159120342.79,65557372.500000015
2016-07-21,93735509322,919823,43212.21000000001,29732.669999999984,227070741.03,156308960.29,70761780.74000001
2016-07-22,102481873160,939812,42148.970000000016,29293.959999999977,215152220.73000005,148446803.98000005,66705416.74999993
2016-07-23,99618505841,931204,45323.119999999966,31253.47999999998,244255046.98999998,172685451.80999997,71569595.17999999
2016-07-24,107348996930,948430,44634.979999999996,30797.339999999956,229622734.89000005,157526355.9399999,72096378.95000002
2016-07-25,89484243809,897022,50329.36999999992,35502.020000000004,264465551.1299999,188242621.48,76222929.64999999
2016-07-26,100861139639,923013,42773.18,29991.529999999988,209593263.95999992,144950258.22999996,64643005.72999999
2016-07-27,92997197717,797314,43175.09,30487.27999999999,202239700.51999998,142083041.84999993,60156658.669999935
2016-07-28,88635141708,813732,42834.33,29618.499999999996,220323637.10000002,154369259.56000003,65954377.54
2016-07-29,94706479825,811877,49886.14999999995,35249.03999999998,253920888.30999997,180616432.2700001,73304456.04000005
2016-07-30,86289099905,818978,43792.93999999999,30811.709999999985,217426744.27999994,151067302.56000006,66359441.72
2016-07-31,90624145257,818361,53640.97999999996,39149.4,283023453.8599998,207877320.99000013,75146132.86999997
2016-08-01,97516282832,897860,49020.089999999946,34224.149999999994,232944739.9599999,163035279.85,69909460.11
2016-08-02,103010043580,874876,54167.84999999992,38929.370000000024,271584205.87,193945031.09,77639174.77999999
2016-08-03,108375181388,970053,54883.03999999995,38758.029999999984,271799198.59000003,192864366.48,78934832.11000003
2016-08-04,109132268373,916937,54159.01999999992,38032.449999999975,252246233.21000025,176972800.5000001,75273432.71000001
2016-08-05,108776389015,924326,50794.89999999994,35843.04999999999,238514304.31999993,166481254.6199999,72033049.69999997
2016-08-06,93245656721,863843,49908.12999999997,35816.20999999997,253327498.32999995,181496463.0299999,71831035.29999995
2016-08-07,85960012353,769233,40419.189999999995,27938.769999999986,196551520.76000005,139087289.93,57464230.83000002
2016-08-08,96359241382,913577,47924.25999999996,33430.15999999999,245556851.73000002,169150734.68000004,76406117.05000006
2016-08-09,101819013410,1008010,48566.96999999998,34439.00999999998,275413485.75,195997108.85,79416376.9
2016-08-10,102318877638,882372,48331.09999999998,33944.709999999985,236295026.74999997,166941210.7999999,69353815.95000002
2016-08-11,85865786259,823345,41348.70999999998,29198.960000000006,225260189.32000002,158966303.35,66293885.97
2016-08-12,105359959953,1004755,48483.72999999995,34096.929999999964,257203088.69,181099851.3399999,76103237.35
2016-08-13,93068490870,885379,49406.84999999997,35155.289999999964,250657457.24999997,178214969.92000002,72442487.33
2016-08-14,107093694403,918745,51468.18999999997,35821.70999999998,242240365.14000002,167665075.70000005,74575289.43999997
2016-08-15,92760402193,818838,39674.17999999999,27531.82,206664797.06,143696863.04000002,62967934.01999996
2016-08-16,107434414071,1013817,47867.38999999998,33164.97999999998,251835231.9100001,175974954.91999993,75860276.98999998
2016-08-17,95783247669,865377,45551.799999999974,31740.259999999987,223638288.01999995,156718374.79,66919913.23
2016-08-18,101984273640,852495,43581.16999999996,29845.70999999999,210961818.40999997,143413011.59000003,67548806.82000001
2016-08-19,94161952190,762895,44182.69999999997,30881.17000000001,199077483.04,139199258.82999998,59878224.209999956
2016-08-20,89771775245,749692,41251.139999999985,28865.379999999972,181573538.30000004,127505658.38999994,54067879.90999995
2016-08-21,111570276008,1002994,48350.88999999996,34118.01999999995,259028553.09000006,185284556.41000012,73743996.68000002
2016-08-22,100723104714,973120,47934.939999999966,33680.169999999984,249736670.55000013,175326401.0799999,74410269.47000003
2016-08-23,98113879708,888893,46853.07,32736.049999999956,226619348.22000006,156748018.1,69871330.12000006
2016-08-24,102142572048,903912,47299.99999999997,32576.93,245467637.40999988,171439441.78999996,74028195.61999995
2016-08-25,96594068952,873427,50202.01999999995,36003.03000000003,256292531.85000002,183282223.98000002,73010307.86999997
2016-08-26,92561794672,800427,46405.47999999999,32824.25999999999,205384643.0000001,146184564.45000002,59200078.55000003
2016-08-27,89905177630,789863,41991.09999999998,29540.289999999986,214535347.73999995,150704778.59999993,63830569.140000015
2016-08-28,99784069569,859773,47767.36999999997,33146.41999999999,237278188.28,166014385.50000003,71263802.78000005
2016-08-29,102319839495,884717,50653.79999999995,35936.48999999998,238818471.86000007,167693680.64000008,71124791.21999997
2016-08-30,117471307002,972334,59140.519999999924,42261.76000000001,291095441.70000005,208751334.97999996,82344106.71999995
2016-08-31,94523543687,860977,48582.449999999975,34063.99,236942335.8499999,167163749.96999997,69778585.88
2016-09-01,98892239481,855140,50380.12999999997,35662.99,240596127.27999982,170196971.38000003,70399155.90000002
2016-09-02,99599297467,797326,44922.90999999997,31793.989999999987,204955968.7400001,145573930.16000003,59382038.57999998
2016-09-03,95831878514,899765,46351.94999999999,32732.829999999987,252345131.80000016,181712626.71999997,70632505.07999995
2016-09-04,101466463468,904081,56020.27999999993,40223.619999999995,285001677.85,204411530.02,80590147.82999998
2016-09-05,101077186289,872895,51692.87999999996,37055.94999999999,261772888.57999998,187719534.16000015,74053354.42
2016-09-06,103041526270,941310,53885.319999999934,37899.4,285120367.86000013,203758518.00999996,81361849.85000001
2016-09-07,101164822052,934497,53204.029999999926,37564.219999999994,232569992.96000004,162835491.1400001,69734501.82000001
2016-09-08,107463164077,965322,52576.03999999995,37543.68999999999,263296524.18,187198766.9,76097757.27999999
2016-09-09,90239671100,811613,46848.719999999965,33198.08999999998,221140023.37,156200047.08999985,64939976.28000002
2016-09-10,103127982365,903290,48172.35999999996,33665.67999999997,236909061.13000008,164708796.29000002,72200264.84
2016-09-11,91936355687,857148,47978.50999999997,33816.97999999999,246721087.6599999,174557923.74000007,72163163.92
2016-09-12,100524803232,944747,45944.14999999998,32495.219999999972,236742129.66999975,169204353.74000004,67537775.92999998
2016-09-13,84347006646,732713,41259.249999999985,29440.969999999972,190814421.29999998,135553525.21,55260896.08999999
2016-09-14,90383636391,838732,38629.87999999998,26738.63999999998,191136066.7799999,132021181.49000002,59114885.28999999
2016-09-15,100492941596,896176,48341.73999999996,33738.09999999997,253307289.49000007,177811746.38999987,75495543.10000004
2016-09-16,99354859167,974585,44871.36999999998,31422.459999999966,232756254.29000005,161914059.26999998,70842195.02000003
2016-09-17,91060412571,817564,37717.04,25882.599999999988,197316262.33999997,137312610.69,60003651.64999999
2016-09-18,95885335970,925572,42512.42999999999,29607.349999999988,219839270.87000006,153537894.45,66301376.42000001
2016-09-19,108232554737,889386,48206.319999999985,33988.81999999997,218660569.9999999,151428800.3,67231769.70000002
2016-09-20,96528481797,857861,40476.1,27306.649999999994,205071957.16999993,139048389.01999998,66023568.15000001
2016-09-21,101828965978,977469,51589.489999999976,36143.45999999998,267303454.96000004,187838756.39000002,79464698.57
2016-09-22,105226066647,912759,47618.96999999995,33475.85999999997,210622796.26000017,146432505.58000004,64190290.679999985
2016-09-23,90602970782,781526,40330.65999999998,27929.129999999972,207312438.92999992,145784298.15,61528140.780000016
2016-09-24,96041628401,965669,46228.13000000001,32469.76999999997,243325807.34000006,173968305.38000014,69357501.96000002
2016-09-25,102542483317,892268,43682.429999999986,30229.87,223142045.70000002,154751098.67999995,68390947.02000001
2016-09-26,102772511205,965753,53234.349999999955,37853.15,266274058.80000007,187647007.8900001,78627050.91000001
2016-09-27,96922124461,852037,52135.49999999994,36705.92000000002,255866239.17999995,181788777.22999996,74077461.94999999
2016-09-28,105375582770,973615,51633.21999999995,36595.239999999976,259848740.16000006,182920875.64000002,76927864.52000006
2016-09-29,87248816685,814772,44757.460000000014,31846.929999999986,229821084.9499999,165662592.89000005,64158492.06000004
2016-09-30,95731107432,860500,50654.23999999996,36793.200000000004,257438945.15000004,187900574.12,69538371.03
2016-10-01,99407514345,928406,54594.06999999992,39123.26000000002,277272930.4699999,199242780.31000006,78030150.15999995
2016-10-02,102000620852,939679,53576.71999999995,37768.310000000005,270666550.78000003,190290291.94,80376258.83999997
2016-10-03,104000533358,934799,49948.49999999995,35242.20999999999,248625315.13999996,176799746.03,71825569.11
2016-10-04,104744474831,971321,49251.85999999998,34913.45999999997,230255587.71999994,160911315.99999994,69344271.72000004
2016-10-05,99319926815,909621,51249.53999999993,36568.23000000001,269428857.98999995,193202311.89000013,76226546.1
2016-10-06,94799894708,887394,50878.08999999994,36489.909999999996,258997493.33000004,185919108.66000018,73078384.66999997
2016-10-07,100589315341,976145,56330.91999999994,40156.76999999999,269714427.5800001,190272026.77000013,79442400.81
2016-10-08,98616197058,886071,50146.119999999944,35700.97,267208241.82999992,192035849.58999997,75172392.24
2016-10-09,90710531002,812967,49223.34999999995,35032.7,246132838.6200001,174674291.72000003,71458546.90000002
2016-10-10,102559201345,962632,49724.889999999956,35202.889999999985,257641249.55000016,180571514.89999986,77069734.65
2016-10-11,104429816679,918135,54492.89999999994,38711.589999999975,267719254.73000008,188624481.95,79094772.77999999
2016-10-12,97164808275,935273,51147.27999999996,36616.48999999998,260867325.15999985,188927946.7999999,71939378.36000003
2016-10-13,99077270353,904152,50723.54999999997,35741.529999999984,253832926.60999992,177888531.7399999,75944394.87000003
2016-10-14,107434132229,970721,47230.71999999998,33372.49999999996,244672556.48000005,171233230.70999992,73439325.77000004
2016-10-15,99595245372,854779,48792.359999999964,35061.53999999995,248401098.05000004,180106529.82000002,68294568.23000002
2016-10-16,93272856128,897023,44306.829999999965,30659.489999999965,221216994.8999999,151852377.94999996,69364616.94999999
2016-10-17,105422672057,958385,49443.87999999999,34990.24999999997,242382564.45999992,169183630.19999996,73198934.25999998
2016-10-18,85304229382,815051,38733.139999999985,27042.219999999987,207009433.71,147231885.69000003,59777548.02000003
2016-10-19,87035802235,760210,42936.22999999999,30241.479999999974,194103322.93000004,134744260.73000005,59359062.2
2016-10-20,122867636346,1063204,52605.17999999996,37359.659999999974,249910779.6200001,177019876.5799999,72890903.03999993
2016-10-21,93574458139,849205,42315.77,29009.639999999996,220129881.6799999,153105839.82,67024041.85999997
2016-10-22,99138415899,873072,40159.330000000016,27669.369999999974,198226402.33000007,136150452.30000004,62075950.03
2016-10-23,97243920285,850023,42805.62999999999,30344.679999999982,206350371.8000001,143541565.81000003,62808805.99000002
2016-10-24,97571866794,896374,39649.82000000001,27081.389999999974,205724034.7600001,141886513.7,63837521.060000025
2016-10-25,104437803729,1045955,45502.30999999999,31761.59999999996,238670516.1899999,165044095.1200001,73626421.06999996
2016-10-26,93464427677,910734,41905.039999999986,28950.030000000002,209688119.43000007,143040112.52000004,66648006.90999998
2016-10-27,92266639624,866653,41094.58000000001,29005.979999999956,220729470.46999994,157981928.63000014,62747541.83999999
2016-10-28,90711980284,805280,40849.61,28618.499999999978,205163173.97,143533126.3399999,61630047.63000002
2016-10-29,96955423877,846384,50572.80999999995,35807.40000000001,251319142.38999996,177584371.51,73734770.88
2016-10-30,93097274580,822290,46866.85999999999,32687.009999999984,247647691.51999995,174934257.50999996,72713434.00999998
2016-10-31,95785622324,889243,50800.51999999997,35992.109999999986,243170611.75999987,170023005.47,73147606.28999999
2016-11-01,95130207321,851107,45611.71999999996,32150.479999999985,235252456.2699999,164988993.94999996,70263462.32000005
2016-11-02,95640137516,892770,47390.54999999996,33357.48999999998,248356273.53999987,175294322.9299999,73061950.61000003
2016-11-03,94746110817,846126,49565.24999999995,35048.40999999999,239383465.8399999,169754905.33,69628560.51000002
2016-11-04,94426742080,864387,42915.05,29426.619999999988,212497266.28999993,145887013.16999996,66610253.11999998
2016-11-05,109578630363,948497,57450.40999999994,40955.75999999999,288029252.7700001,206525493.42000014,81503759.34999996
2016-11-06,105046844207,911436,47554.07999999997,33608.42999999997,225885750.63000005,158456179.10000017,67429571.53000002
2016-11-07,103794982473,910020,50538.82999999996,35743.169999999984,230170569.60999995,161336084.61000004,68834485.00000003
2016-11-08,100018122641,925553,51268.179999999935,36032.84000000001,266452918.04999986,188025072.95999992,78427845.08999999
2016-11-09,101535457228,941706,52634.589999999946,37004.389999999985,258995136.9499999,182541222.47,76453914.47999996
2016-11-10,98731827191,883289,50842.55999999993,36109.72,239489955.00000006,168781584.50999993,70708370.48999996
2016-11-11,102055893783,953880,52526.77999999993,36914.920000000006,276018858.3599998,195558188.29000005,80460670.07000001
2016-11-12,113960465223,1018520,55586.83999999992,39837.69999999998,290778031.02999985,209755854.09000003,81022176.93999995
2016-11-13,90194530237,820305,48415.639999999956,34639.08,231885830.47000003,162164149.45,69721681.02000001
2016-11-14,110354374600,999300,50876.15999999995,36315.03,252487691.80000007,181414482.39000002,71073209.40999995
2016-11-15,98458109336,860965,46784.63999999999,32668.03999999996,215850526.73000002,147629758.44999993,68220768.28000002
2016-11-16,94890742511,903580,48110.21999999997,33793.40999999998,253820172.45,176338388.21,77481784.24
2016-11-17,89537257828,826505,43492.44999999997,30959.18999999997,219320553.90999997,157081275.76000002,62239278.15000001
2016-11-18,97830977894,891969,49964.78999999996,35139.59,247957635.09000006,173373055.33,74584579.75999999
2016-11-19,82137387759,773105,39952.27999999999,28587.31999999997,196512419.44000003,139349849.72999993,57162569.709999986
2016-11-20,112989824513,1116032,53959.999999999935,37857.459999999985,275665205.6100001,194677252.87999988,80987952.72999996
2016-11-21,112681862310,959213,46888.48999999997,32433.89999999999,230479391.75999993,160705383.31999996,69774008.44000001
2016-11-22,101988933552,900008,45301.569999999985,31801.169999999955,214742625.66000006,150724056.73,64018568.93000001
2016-11-23,93855468036,824302,43290.189999999995,30741.699999999986,220331756.88999993,156981471.67999998,63350285.20999997
2016-11-24,96330898883,930664,45448.129999999976,32010.369999999977,232723711.25999987,164128965.83999997,68594745.42
2016-11-25,92758337428,927523,43726.989999999976,30648.689999999977,236885085.32000008,166906894.53000012,69978190.79000002
2016-11-26,94312043416,834797,44629.16999999997,31375.969999999987,233039098.15999994,165710059.08000013,67329039.08000003
2016-11-27,96267499452,910825,44563.14999999998,31220.69999999998,227494329.65999997,157099321.12999997,70395008.53000002
2016-11-28,111389787073,1087420,49432.32999999996,34201.06999999997,254000721.59,174243942.74999997,79756778.83999997
2016-11-29,98600302507,882519,43815.219999999994,30958.849999999988,249025042.14,180133347.14000005,68891694.99999997
2016-11-30,97575317571,896693,45913.05999999998,32550.309999999972,230362043.05000007,164888694.2,65473348.850000024
2016-12-01,98852725256,906282,50580.399999999936,36055.53999999999,243235406.11999986,173061285.6100001,70174120.50999999
2016-12-02,102595973207,953095,56760.76999999995,40968.60999999998,283403135.5299998,203848577.74999997,79554557.78
2016-12-03,108768364507,905129,56334.03999999995,39746.66999999999,261750719.55000004,183515327.45000008,78235392.1
2016-12-04,115134530351,1097888,56448.49999999994,40353.65999999999,282917678.7200001,200319081.1799999,82598597.54000002
2016-12-05,99782111693,943531,50357.40000000001,35894.53999999998,249268400.34000003,177201493.39000002,72066906.95000005
2016-12-06,114596108115,1007090,58217.30999999994,41788.819999999985,289781773.0699997,207117520.38000014,82664252.69000001
2016-12-07,110982993180,1046084,60875.66999999989,43450.89000000002,321454839.83999985,229231994.87000006,92222844.96999997
2016-12-08,100023054080,888300,49699.27,35030.17999999999,237832584.60999992,168489894.58000007,69342690.02999999
2016-12-09,103448972444,902229,56562.62999999994,40238.59999999998,273313647.9799999,192950870.29000008,80362777.69
2016-12-10,99321788176,878145,52174.519999999946,37036.46,242386178.2200001,169269196.7100001,73116981.51000004
2016-12-11,96770475362,908298,48871.11999999998,34619.8,258460195.62000003,182825042.32,75635153.30000003
2016-12-12,96371665022,826878,54569.87999999993,39715.41999999999,258876467.19000003,190682920.94999993,68193546.24
2016-12-13,101122844723,1052175,58126.04999999991,42036.61999999998,306548871.98,223376026.79000002,83172845.18999995
2016-12-14,88625713364,814821,41058.399999999994,29293.979999999985,202219941.21000013,144249120.92999992,57970820.27999998
2016-12-15,110734896422,1007597,51353.68999999994,35882.779999999984,252709761.44,177688154.96999994,75021606.47000003
2016-12-16,101069567340,893694,48203.45999999997,34238.58999999996,239901140.56999993,168360967.12000003,71540173.44999999
2016-12-17,108538759582,952201,57278.36999999995,41170.60999999995,298297672.53999996,215888843.4899999,82408829.05000006
2016-12-18,90994726937,788278,44191.38,31789.89999999997,209888081.19000003,150041059.55000007,59847021.64000001
2016-12-19,100399203715,866219,45340.92999999999,32405.649999999976,231839786.2899999,165539186.18000004,66300600.110000014
2016-12-20,108084830948,953498,53437.779999999926,37929.89999999999,267273275.07000014,190922181.39000008,76351093.68000005
2016-12-21,104486568204,961025,43465.29999999997,30647.619999999984,214355396.41999987,149686267.66,64669128.75999996
2016-12-22,109116834890,1018376,45627.349999999984,31719.63999999996,245937049.31000003,172497944.64000002,73439104.66999996
2016-12-23,111364872725,1015862,51070.589999999946,36016.51999999995,254487273.67999986,181195315.31999996,73291958.36000003
2016-12-24,113686641766,1028913,52318.95999999995,36841.80999999998,264922069.74999997,185700185.05000007,79221884.7
2016-12-25,97653685791,911867,45499.069999999985,32498.029999999948,226820291.89999992,158796225.50000006,68024066.4
2016-12-26,106608033702,936364,47175.389999999956,32602.13999999999,228047278.89999998,158274271.65,69773007.25
2016-12-27,117765899966,1010084,53037.77999999994,37553.29,274383773.9,196562382.2899999,77821391.60999997
2016-12-28,86799116736,805428,43696.99000000001,31011.509999999973,205362858.97999993,141876938.07,63485920.910000026
2016-12-29,110632389414,984645,47271.589999999975,32872.12999999996,242175946.02999997,168585351.10999992,73590594.92000005
